,GRID,Pub_count,renewed,ADMINISTERING_IC,TOTAL_COST,GR_Total_year
15120,R21AI090213,4,1,AI,185769,2
15127,R21AI090277,1,1,AI,229500,2
15128,R21AI090303,3,1,AI,146000,2
15131,R21AI090354,3,1,AI,220250,2
15134,R21AI090366,1,1,AI,245250,2
15135,R21AI090501,1,1,AI,254420,2
15136,R21AI091457,1,1,AI,247500,2
15139,R21AI091501,2,1,AI,206250,2
15141,R21AI092218,2,1,AI,231000,2
15144,R21AR056826,2,1,AR,156024,2
15146,R21AR056833,3,1,AR,204930,2
15149,R21AR057159,2,1,AR,163571,2
15151,R21AR057794,2,1,AR,245700,2
15153,R21AR057878,1,1,AR,168750,2
15154,R21AR057902,1,1,AR,212895,2
15155,R21AR057915,1,1,AR,222475,2
15156,R21AR057920,1,1,AR,200250,2
15158,R21AR057931,1,1,AR,151296,2
15159,R21AR057989,15,1,AR,278775,2
15174,R21AR059346,1,1,AR,216000,2
15175,R21AR059733,1,1,AR,172407,2
15177,R21AR059884,2,1,AR,203180,2
15179,R21AR059966,1,1,AR,121492,2
15181,R21AR059976,5,1,AR,206808,2
15186,R21AR060659,1,1,AR,206550,2
15187,R21AT004974,1,1,AT,264969,2
15188,R21AT004987,1,1,AT,208910,2
15189,R21AT005006,1,1,AT,216612,2
15193,R21AT005119,7,1,AT,226753,2
15200,R21AT005145,1,1,AT,237830,2
15201,R21AT005166,1,1,AT,201229,2
15202,R21AT005294,5,1,AT,306434,2
15207,R21AT005383,4,1,AT,204283,2
15211,R21AT005474,6,1,AT,225000,2
15217,R21AT005501,2,1,AT,234954,2
15219,R21AT006245,2,1,AT,193750,2
15221,R21AT006256,1,1,AT,192750,2
15222,R21CA131014,1,1,CA,204885,2
15223,R21CA132741,5,1,CA,199665,2
15229,R21CA133487,2,1,CA,195836,2
15231,R21CA133688,4,1,CA,184675,2
15235,R21CA134819,2,1,CA,219684,2
15237,R21CA135017,1,1,CA,189878,2
15238,R21CA135240,3,1,CA,166388,2
15241,R21CA135601,2,1,CA,230985,2
15243,R21CA137362,7,1,CA,206190,2
15250,R21CA137424,2,1,CA,192488,2
15252,R21CA137545,1,1,CA,187137,2
15253,R21CA137684,1,1,CA,344450,2
15254,R21CA137703,6,1,CA,156056,2
15260,R21CA138331,2,1,CA,236192,2
15262,R21CA138366,9,1,CA,190590,2
15273,R21CA138397,1,1,CA,194432,2
15274,R21CA139137,1,1,CA,204885,2
15275,R21CA139193,2,1,CA,247225,2
15285,R21CA139300,1,1,CA,225908,2
15286,R21CA140089,4,1,CA,208800,2
15290,R21CA140771,1,1,CA,230985,2
15291,R21CA141097,1,1,CA,230985,2
15292,R21CA141194,1,1,CA,227723,2
15293,R21CA141275,2,1,CA,163125,2
15301,R21CA141388,1,1,CA,197325,2
15302,R21CA141399,18,1,CA,220545,2
15338,R21CA141426,1,1,CA,151017,2
15340,R21CA143170,1,1,CA,213150,2
15341,R21CA143171,1,1,CA,205799,2
15344,R21CA143248,1,1,CA,206831,2
15346,R21CA143282,2,1,CA,166931,2
15350,R21CA143349,2,1,CA,257912,2
15354,R21CA143474,1,1,CA,226935,2
15355,R21CA143498,1,1,CA,171403,2
15356,R21CA143583,1,1,CA,216630,2
15357,R21CA143589,2,1,CA,199777,2
15361,R21CA143616,1,1,CA,193793,2
15362,R21CA143661,3,1,CA,192420,2
15368,R21CA143887,5,1,CA,196403,2
15378,R21CA144017,1,1,CA,226526,2
15379,R21CA144022,1,1,CA,226907,2
15380,R21CA144063,2,1,CA,133980,2
15382,R21CA147831,4,1,CA,203580,2
15386,R21CA147978,1,1,CA,207713,2
15388,R21CA147985,1,1,CA,149177,2
15389,R21CA149137,3,1,CA,185310,2
15394,R21CA149388,1,1,CA,165844,2
15395,R21CA149472,2,1,CA,185250,2
15397,R21CA149548,1,1,CA,193406,2
15399,R21CA149554,2,1,CA,229680,2
15401,R21CA149560,5,1,CA,308138,2
15409,R21CA149587,2,1,CA,211845,2
15412,R21CA149708,3,1,CA,197233,2
15415,R21CA149814,8,1,CA,192705,2
15424,R21CA149865,4,1,CA,201188,2
15428,R21CA149872,3,1,CA,314363,2
15431,R21CA149897,2,1,CA,189209,2
15433,R21CA149990,1,1,CA,211737,2
15434,R21CA149996,2,1,CA,200318,2
15436,R21CA150033,2,1,CA,214020,2
15438,R21CA150109,1,1,CA,217457,2
15439,R21CA150117,2,1,CA,186720,2
15441,R21CA151139,1,1,CA,246645,2
15442,R21CA151197,1,1,CA,231420,2
15443,R21CA151250,1,1,CA,168563,2
15444,R21CA152336,2,1,CA,163669,2
15449,R21CA152345,1,1,CA,217935,2
15450,R21CA152456,2,1,CA,165844,2
15452,R21CA152497,7,1,CA,208800,2
15459,R21CA152499,1,1,CA,201623,2
15460,R21CA152623,7,1,CA,206190,2
15470,R21CA152777,1,1,CA,232943,2
15472,R21CA152786,1,1,CA,168236,2
15473,R21CA152903,1,1,CA,207363,2
15474,R21CA152935,7,1,CA,190091,2
15481,R21CA153018,1,1,CA,332000,2
15482,R21CA153049,2,1,CA,183788,2
15484,R21CA153176,5,1,CA,200318,2
15489,R21CA153455,3,1,CA,358192,2
15492,R21CA153587,1,1,CA,332000,2
15493,R21CA154258,1,1,CA,200465,2
15494,R21CA154319,1,1,CA,165300,2
15495,R21CE001816,1,1,CE,174652,2
15496,R21CE001820,6,1,CE,174064,2
15502,R21CE001846,6,1,CE,174999,2
15508,R21DA025208,3,1,DA,190998,2
15511,R21DA027146,1,1,DA,258925,2
15512,R21DA027181,3,1,DA,231563,2
15518,R21DA027358,3,1,DA,255420,2
15521,R21DA027877,2,1,DA,196050,2
15523,R21DA029160,2,1,DA,155600,2
15525,R21DA029162,3,1,DA,236534,2
15528,R21DA029315,1,1,DA,205417,2
15529,R21DA029404,7,1,DA,191250,2
15536,R21DA029405,1,1,DA,203103,2
15537,R21DA029414,4,1,DA,190000,2
15541,R21DA029428,1,1,DA,192500,2
15542,R21DA029523,2,1,DA,186750,2
15544,R21DA029708,1,1,DA,246000,2
15545,R21DA030066,5,1,DA,177500,2
15550,R21DA030108,3,1,DA,198125,2
15553,R21DA030118,3,1,DA,176150,2
15556,R21DA030256,6,1,DA,229500,2
15564,R21DA030269,5,1,DA,223500,2
15569,R21DA030744,2,1,DA,194699,2
15571,R21DA030876,2,1,DA,218517,2
15573,R21DC009296,1,1,DC,209709,2
15586,R21DC010060,20,1,DC,217400,2
15622,R21DC010415,1,1,DC,237000,2
15624,R21DC010806,1,1,DC,222750,2
15625,R21DC010860,1,1,DC,207500,2
15626,R21DC010862,1,1,DC,207500,2
15629,R21DC010867,1,1,DC,212250,2
15630,R21DC010868,3,1,DC,204240,2
15633,R21DC010911,2,1,DC,228750,2
15637,R21DC010912,3,1,DC,225000,2
15640,R21DC011068,2,1,DC,219750,2
15642,R21DC011074,7,1,DC,240000,2
15649,R21DC011096,1,1,DC,188018,2
15650,R21DC011117,2,1,DC,210000,2
15652,R21DE019883,3,1,DE,231000,2
15655,R21DE020166,2,1,DE,229500,2
15657,R21DE020908,1,1,DE,231750,2
15658,R21DE021011,1,1,DE,231750,2
15659,R21DE021187,4,1,DE,242990,2
15663,R21DK082825,1,1,DK,230250,2
15664,R21DK082990,1,1,DK,221509,2
15666,R21DK083669,1,1,DK,236550,2
15668,R21DK083675,2,1,DK,233516,2
15670,R21DK084397,4,1,DK,231750,2
15674,R21DK085267,1,1,DK,220922,2
15676,R21DK085363,1,1,DK,135895,2
15677,R21DK085395,11,1,DK,208843,2
15688,R21DK085406,3,1,DK,185183,2
15691,R21DK085409,7,1,DK,246000,2
15698,R21DK085462,5,1,DK,225617,2
15703,R21DK088048,3,1,DK,249450,2
15707,R21DK088195,20,1,DK,217500,2
15727,R21DK088280,1,1,DK,133824,2
15728,R21DK088313,4,1,DK,179212,2
15732,R21DK088522,4,1,DK,190625,2
15738,R21DK089270,9,1,DK,243750,2
15747,R21DK089306,10,1,DK,222000,2
15757,R21DK089337,2,1,DK,201203,2
15760,R21DK089351,7,1,DK,179198,2
15767,R21DK089368,1,1,DK,219449,2
15768,R21DK089391,1,1,DK,225000,2
15769,R21DK089417,1,1,DK,225000,2
15770,R21DK089422,1,1,DK,200000,2
15771,R21DK089456,5,1,DK,202189,2
15776,R21DK090437,1,1,DK,195000,2
15777,R21DK090598,1,1,DK,228000,2
15778,R21DK090603,2,1,DK,257875,2
15780,R21DK090634,2,1,DK,222750,2
15782,R21DK090718,1,1,DK,193334,2
15784,R21DK090778,10,1,DK,222975,2
15802,R21EB008785,1,1,EB,214408,2
15803,R21EB009223,2,1,EB,225095,2
15816,R21EB009503,4,1,EB,267000,2
15822,R21EB009508,2,1,EB,192405,2
15824,R21EB009513,2,1,EB,231627,2
15826,R21EB009695,3,1,EB,147172,2
15829,R21EB009749,5,1,EB,177865,2
15834,R21EB009835,1,1,EB,226442,2
15835,R21EB009902,2,1,EB,187030,2
15837,R21EB010085,1,1,EB,215037,2
15838,R21EB010095,2,1,EB,218542,2
15840,R21EB010191,8,1,EB,196540,2
15848,R21EB011628,1,1,EB,233102,2
15849,R21EB011703,11,1,EB,184625,2
15863,R21EB011704,6,1,EB,235119,2
15869,R21EB011727,1,1,EB,179384,2
15870,R21EB011750,7,0,EB,213940,2
15877,R21EB011751,1,1,EB,162397,2
15878,R21EB012140,1,1,EB,219216,2
15879,R21EB012281,15,1,EB,243000,2
15895,R21EB012326,2,1,EB,257638,2
15898,R21EB012599,1,1,EB,251220,2
15899,R21EB012803,10,1,EB,221855,2
15911,R21ES016900,1,1,ES,235500,2
15912,R21ES017311,2,1,ES,219120,2
15914,R21ES017316,1,1,ES,196250,2
15915,R21ES017334,1,1,ES,234750,2
15916,R21ES017413,1,1,ES,181420,2
15917,R21ES017496,3,1,ES,193750,2
15920,R21ES017870,1,1,ES,190000,2
15921,R21ES018723,1,1,ES,168241,2
15922,R21ES018918,1,1,ES,185000,2
15923,R21ES018940,2,1,ES,145583,2
15925,R21ES018960,13,1,ES,230642,2
15938,R21ES018970,1,1,ES,203246,2
15939,R21ES019105,1,1,ES,191406,2
15941,R21ES019206,1,1,ES,205107,2
15942,R21ES019248,2,1,ES,210715,2
15944,R21ES019251,1,1,ES,146500,2
15945,R21ES019255,5,1,ES,192830,2
15950,R21ES019256,5,1,ES,237750,2
15955,R21ES019259,1,1,ES,216950,2
15956,R21ES019465,1,1,ES,196596,2
15957,R21ES019773,6,1,ES,197980,2
15964,R21EY018231,2,1,EY,141641,2
15966,R21EY019328,1,1,EY,234000,2
15967,R21EY019545,1,1,EY,137672,2
15968,R21EY019713,1,1,EY,205000,2
15970,R21EY019759,3,1,EY,227044,2
15973,R21EY019977,1,1,EY,217500,2
15977,R21EY019999,1,1,EY,231750,2
15978,R21EY020613,6,1,EY,222409,2
15984,R21EY020625,1,1,EY,217962,2
15985,R21EY020632,2,1,EY,191875,2
15988,R21EY020661,1,1,EY,234600,2
15989,R21EY020940,2,1,EY,229500,2
15991,R21EY020962,4,1,EY,219750,2
15995,R21EY020985,3,1,EY,221250,2
15999,R21EY021078,4,1,EY,241500,2
16003,R21GM094557,3,1,GM,305205,2
16006,R21GM094727,2,1,GM,291050,2
16008,R21HD053526,1,1,HD,237306,2
16012,R21HD059047,1,1,HD,244779,2
16013,R21HD059085,1,1,HD,240326,2
16014,R21HD059292,1,1,HD,258617,2
16015,R21HD060082,1,1,HD,190625,2
16016,R21HD060520,1,1,HD,146117,2
16017,R21HD060925,4,1,HD,215311,2
16021,R21HD060944,1,1,HD,204622,2
16023,R21HD061289,1,1,HD,239097,2
16024,R21HD061304,1,0,HD,291750,2
16026,R21HD061345,1,1,HD,147272,2
16027,R21HD061761,1,1,HD,266000,2
16030,R21HD062749,1,0,HD,220500,2
16031,R21HD062834,1,1,HD,185053,2
16032,R21HD062859,1,1,HD,255743,2
16033,R21HD062879,2,1,HD,225000,2
16035,R21HD062914,2,1,HD,266562,2
16037,R21HD062952,2,1,HD,236250,2
16040,R21HD062959,1,1,HD,259118,2
16041,R21HD062965,3,1,HD,247888,2
16045,R21HD063028,5,1,HD,225750,2
16050,R21HD063031,12,1,HD,204730,2
16068,R21HD065089,1,1,HD,222295,2
16069,R21HD065115,1,1,HD,232500,2
16070,R21HD065174,1,1,HD,237750,2
16071,R21HD065185,1,1,HD,235696,2
16072,R21HD066186,4,1,HD,219750,2
16077,R21HD066306,1,1,HD,232500,2
16078,R21HD066312,2,1,HD,207358,2
16082,R21HD066471,8,1,HD,249000,2
16093,R21HD066495,3,1,HD,234276,2
16097,R21HD067017,1,1,HD,221014,2
16098,R21HG004524,2,1,HG,242688,2
16101,R21HG004751,1,1,HG,192719,2
16102,R21HG005096,2,1,HG,494000,2
16104,R21HG005252,1,1,HG,218414,2
16106,R21HG005745,5,1,HG,205000,2
16111,R21HG005785,3,1,HG,200000,2
16114,R21HG005811,3,1,HG,89964,2
16123,R21HG005964,5,1,HG,227250,2
16128,R21HL092478,2,1,HL,224672,2
16130,R21HL092812,1,1,HL,359668,2
16131,R21HL094611,10,0,HL,189375,2
16161,R21HL094844,6,1,HL,146500,2
16178,R21HL094878,1,1,HL,270000,2
16179,R21HL095028,1,1,HL,240639,2
16180,R21HL095069,1,1,HL,195000,2
16183,R21HL095961,2,1,HL,213000,2
16185,R21HL095980,1,1,HL,233400,2
16187,R21HL096009,1,1,HL,263278,2
16189,R21HL096031,6,1,HL,237983,2
16195,R21HL096581,1,1,HL,193750,2
16196,R21HL097183,1,1,HL,228750,2
16197,R21HL097191,1,1,HL,266000,2
16198,R21HL097218,1,1,HL,183125,2
16199,R21HL097305,4,1,HL,231000,2
16203,R21HL098628,3,1,HL,235500,2
16206,R21HL098672,4,1,HL,234000,2
16226,R21HL098780,4,1,HL,215250,2
16232,R21HL098827,2,1,HL,205000,2
16234,R21HL098829,1,1,HL,186250,2
16235,R21HL098844,1,1,HL,242924,2
16236,R21HL098874,2,1,HL,317162,2
16238,R21HL102492,4,1,HL,218750,2
16242,R21HL102526,2,1,HL,180137,2
16244,R21HL102597,7,1,HL,302000,2
16251,R21HL102613,1,1,HL,186875,2
16252,R21HL102685,20,1,HL,186477,2
16272,R21HL102688,5,1,HL,205625,2
16277,R21HL102714,3,1,HL,224250,2
16280,R21HL102716,2,1,HL,217188,2
16284,R21HL102773,2,1,HL,192186,2
16286,R21HL102886,1,1,HL,264150,2
16287,R21HL102989,3,1,HL,231000,2
16291,R21HL104309,1,1,HL,222000,2
16292,R21HL104319,1,1,HL,183905,2
16293,R21HL104358,2,1,HL,196250,2
16295,R21HL104370,1,1,HL,217344,2
16297,R21HL104377,1,1,HL,199408,2
16298,R21HL104402,1,1,HL,185699,2
16299,R21HL104493,2,1,HL,185295,2
16301,R21HL104544,8,1,HL,186875,2
16310,R21HL104602,1,1,HL,214688,2
16311,R21HL104985,1,1,HL,228000,2
16312,R21LM010826,4,1,LM,221500,2
16317,R21LM010832,1,1,LM,231750,2
16318,R21MD005976,3,1,MD,262500,2
16324,R21MD005995,1,1,MD,222000,2
16325,R21MH083128,1,1,MH,183750,2
16328,R21MH085226,1,1,MH,173000,2
16330,R21MH086702,1,1,MH,239000,2
16331,R21MH086796,3,1,MH,237000,2
16335,R21MH086833,1,1,MH,205029,2
16336,R21MH086880,1,1,MH,244980,2
16337,R21MH087748,1,1,MH,243993,2
16338,R21MH087774,1,1,MH,258657,2
16339,R21MH087803,2,1,MH,192621,2
16341,R21MH087806,5,1,MH,190000,2
16346,R21MH087849,2,1,MH,220500,2
16348,R21MH090352,2,1,MH,207756,2
16350,R21MH090414,1,1,MH,209250,2
16351,R21MH090452,1,1,MH,210000,2
16352,R21MH090494,2,1,MH,252636,2
16355,R21MH090887,1,1,MH,170369,2
16356,R21MH090908,1,1,MH,205912,2
16357,R21MH091309,5,1,MH,255300,2
16368,R21MH091321,3,1,MH,232500,2
16371,R21MH091445,8,1,MH,246546,2
16391,R21MH091471,2,1,MH,200000,2
16393,R21MH091509,6,1,MH,235500,2
16399,R21MH091512,1,1,MH,190000,2
16401,R21MH091571,3,1,MH,231750,2
16404,R21MH091625,1,1,MH,244308,2
16405,R21MH092430,1,1,MH,230250,2
16406,R21NR010880,2,1,NR,225000,2
16408,R21NR011069,2,1,NR,229625,2
16410,R21NR011202,1,1,NR,235270,2
16411,R21NR012649,1,1,NR,234750,2
16412,R21NR012700,1,1,NR,197726,2
16415,R21NS065713,11,1,NS,145497,2
16428,R21NS066115,1,1,NS,221041,2
16432,R21NS066175,1,1,NS,248750,2
16433,R21NS066406,1,1,NS,191250,2
16435,R21NS066490,1,1,NS,253500,2
16436,R21NS066494,1,0,NS,154500,2
16439,R21NS067278,3,1,NS,259803,2
16442,R21NS067461,1,1,NS,245125,2
16444,R21NS067572,1,1,NS,222750,2
16447,R21NS069228,2,1,NS,123091,2
16449,R21NS069275,1,1,NS,177645,2
16450,R21NS069946,3,1,NS,215831,2
16453,R21NS070056,1,1,NS,173411,2
16455,R21NS070153,4,1,NS,193125,2
16459,R21NS070269,1,1,NS,189624,2
16460,R21NS070417,6,1,NS,290600,2
16468,R21NS070645,1,1,NS,225000,2
16469,R21NS070708,1,1,NS,225000,2
16471,R21NS071092,1,1,NS,201250,2
16473,R21NS071144,1,1,NS,270825,2
16474,R21NS071166,2,1,NS,249000,2
16478,R21NS071225,4,1,NS,184360,2
16482,R21NS071325,3,1,NS,229563,2
16487,R21NS071346,2,1,NS,187501,2
16494,R21NS071598,2,1,NS,210000,2
16496,R21NS072086,4,1,NS,415778,2
16500,R21NS072097,7,1,NS,390000,2
16508,R21NS072148,1,1,NS,255736,2
16511,R21NS072483,4,1,NS,286350,2
16515,R21NS072556,2,1,NS,203762,2
16517,R21NS072584,1,1,NS,228000,2
16518,R21NS072652,2,1,NS,256568,2
16520,R21NS072775,1,1,NS,240000,2
16522,R21NS072817,5,1,NS,179773,2
16527,R21OH009441,1,1,OH,210560,2
16528,R21OH009494,1,1,OH,182118,2
16529,R21RR025786,2,1,RR,190805,2
16532,R21RR025801,7,1,RR,127950,2
16541,R21RR025824,1,1,RR,207000,2
16542,R21RR026074,4,1,RR,191900,2
16546,R21RR026123,1,1,RR,169500,2
16547,R21RR026210,2,1,RR,155350,2
16550,R21RR026235,5,1,RR,178259,2
16555,R21RR026259,2,1,RR,197904,2
16557,R21RR030232,1,1,RR,185000,2
16558,R21RR030276,2,1,RR,253697,2
16560,R21RR031253,1,1,RR,219008,2
16561,R24AA019431,1,1,AA,853145,2
16562,R24AG037898,1,1,AG,247512,2
16563,R24AG039345,6,1,AG,239194,2
16575,R24DK085610,4,1,DK,1688549,2
16585,R24DK090961,1,1,DK,816608,2
16586,R24DK090962,4,1,DK,753204,2
16592,R24DK090964,1,1,DK,1651416,2
16593,R24EY021126,18,1,EY,1931032,2
16614,R24GM092842,1,1,GM,385000,2
16615,R24HD065688,3,1,HD,852719,2
16618,R24HD065690,8,1,HD,880062,2
16626,R24HD065702,7,1,HD,862298,2
16633,R24HD065703,1,1,HD,685506,2
16634,R24HD066613,20,1,HD,411136,2
16658,R24RR023344,1,1,RR,600290,2
16666,R24TW008861,7,1,TW,500000,2
16673,R24TW008863,1,1,TW,1092000,2
16674,R24TW008878,14,1,TW,1090000,2
16688,R24TW008881,1,1,TW,1092000,2
16689,R24TW008886,1,1,TW,1092000,2
16690,R24TW008899,2,1,TW,250000,2
16692,R24TW008905,1,1,TW,500000,2
16693,R24TW008907,1,1,TW,450000,2
16694,R24TW008908,10,1,TW,1092000,2
16704,R24TW008910,9,1,TW,400000,2
16713,R24TW008927,2,1,TW,235000,2
16715,R25CA147832,6,1,CA,306899,2
16721,R25CA148052,6,1,CA,202942,2
16727,R25CA153825,5,1,CA,374560,2
16732,R25CA153915,10,1,CA,363800,2
16742,R25CA153952,15,1,CA,368155,2
16757,R25CA153954,20,1,CA,335580,2
16777,R25CA153955,3,1,CA,387817,2
16780,R25DA026120,6,1,DA,324009,2
16787,R25GM088023,5,1,GM,1309316,2
16792,R25GM089571,1,1,GM,243453,2
16793,R25GM090110,3,1,GM,388990,2
16796,R25GM093044,3,1,GM,216000,2
16799,R25GM097632,2,1,GM,198409,2
16802,R25GM097633,3,1,GM,398078,2
16805,R25GM097634,6,1,GM,535001,2
16823,R25GM097635,1,1,GM,204485,2
16825,R25GM097636,1,1,GM,174807,2
16826,R25HD064426,10,1,HD,170178,2
16836,R25HL103180,1,1,HL,169154,2
16837,R25HL103181,1,1,HL,118276,2
16838,R25HL105430,7,1,HL,298737,2
16845,R25HL105444,17,1,HL,297872,2
16862,R25MH087217,2,1,MH,258055,2
16864,R25NS070680,2,1,NS,40308,2
16866,R25NS070682,3,1,NS,46920,2
16870,R25NS070694,2,1,NS,98293,2
16873,R25RR026019,3,1,RR,269962,2
16876,R33CA138330,9,1,CA,197114,2
16887,R33CA140084,1,1,CA,431846,2
16891,R34AI091427,1,0,AI,159156,2
16892,R34DA029493,4,1,DA,300501,2
16896,R34DA030248,2,1,DA,242375,2
16898,R34DA031053,1,1,DA,177391,2
16899,R34DA031057,1,1,DA,323852,2
16901,R34HD060741,1,0,HD,171914,2
16904,R34MH083053,1,1,MH,258000,2
16905,R34MH084782,1,1,MH,201112,2
16907,R34MH085841,1,1,MH,252042,2
16908,R34MH086668,3,1,MH,231750,2
16911,R34MH087678,2,1,MH,232168,2
16913,R34MH089279,2,1,MH,364021,2
16915,R34MH090790,2,1,MH,224903,2
16917,R34MH090870,1,1,MH,208314,2
16918,R34MH091231,1,1,MH,278100,2
16919,R34MH091260,1,1,MH,231750,2
16920,R34MH092207,1,1,MH,260554,2
16921,R34MH092251,1,1,MH,209489,2
16923,R37AG033590,2,1,AG,400597,2
16925,R37AG036800,6,1,AG,292147,2
16931,R37AG037319,20,1,AG,330048,2
16952,R37HD065072,3,1,HD,612106,2
16955,R37HL104017,1,1,HL,446875,2
16956,R41AI088893,2,0,AI,149382,2
16958,R41CA141970,4,0,CA,145271,2
16962,R41CA144818,1,0,CA,100000,2
16966,R41DK085974,1,0,DK,342878,2
16967,R41EY019598,2,0,EY,222416,2
16969,R41GM090585,1,0,GM,200000,2
16972,R41HL099150,1,0,HL,223172,2
16975,R41LM010745,1,0,LM,99967,2
16976,R41MH088008,1,0,MH,290854,2
16990,R42CA141875,4,1,CA,299159,2
16994,R42EB010404,2,1,EB,150000,2
16996,R42HL096168,1,1,HL,151960,2
16998,R43AG034709,1,0,AG,159474,2
17000,R43AI082745,1,0,AI,99891,2
17001,R43AI085783,2,1,AI,300000,2
17004,R43AI088863,1,1,AI,284032,2
17005,R43AI088937,1,0,AI,297486,2
17007,R43AI089331,1,0,AI,301470,2
17008,R43AI091089,1,1,AI,300000,2
17011,R43CA139644,1,0,CA,202678,2
17016,R43CA150601,1,0,CA,143582,2
17018,R43CA153669,1,1,CA,200763,2
17021,R43DE020204,3,0,DE,99984,2
17024,R43DE020880,1,1,DE,298990,2
17025,R43DE020971,1,0,DE,201624,2
17026,R43DE020998,2,0,DE,204777,2
17028,R43DE021326,2,0,DE,100000,2
17031,R43DK085910,2,1,DK,293447,2
17034,R43EB009626,2,0,EB,190277,2
17037,R43GM085897,5,0,GM,185770,2
17046,R43HD065303,4,1,HD,218454,2
17057,R43HL105010,1,0,HL,215415,2
17058,R43MH085336,1,0,MH,197054,2
17060,R43NS065553,2,1,NS,254737,2
17068,R43NS071988,2,1,NS,358103,2
17072,R43RR030696,2,1,RR,348297,2
17076,R43RR031424,2,0,RR,166196,2
17080,R43RR031474,4,0,RR,439346,2
17088,R44AG033964,2,1,AG,162451,2
17092,R44AG034760,2,1,AG,463690,2
17180,R44HL104885,2,1,HL,514223,2
17184,R44MH087001,2,1,MH,349195,2
17218,R56AI080779,2,0,AI,434791,2
17222,R56AI081816,4,0,AI,297000,2
17266,R56AI083112,6,0,AI,137176,2
17328,R56AI087807,2,0,AI,394283,2
17348,R56AI089547,6,0,AI,677475,2
17380,R56AI089781,2,0,AI,555598,2
17384,R56AI089828,2,0,AI,386250,2
17400,R56AI090085,6,0,AI,300000,2
17422,R56AI090817,4,0,AI,1046974,2
17430,R56AI091550,2,0,AI,606075,2
17452,R56DK071920,6,0,DK,225000,2
17464,R56DK079864,2,0,DK,227250,2
17468,R56DK084317,18,0,DK,229500,2
17512,R56DK084987,4,0,DK,124269,2
17520,R56DK087696,2,0,DK,441361,2
17524,R56DK087864,2,0,DK,207732,2
17532,R56DK088251,4,0,DK,205298,2
17540,R56DK088515,4,0,DK,384624,2
17554,R56DK089020,4,1,DK,222000,2
17562,R56DK089059,2,0,DK,277711,2
17576,R56DK089600,6,0,DK,237750,2
17644,R56ES018863,2,0,ES,153407,2
17648,R56ES018900,2,0,ES,152500,2
230,DP2OD007417,2,0,OD,349774,3
244,DP2OD007447,20,0,OD,889149,3
452,F31CA150539,1,1,CA,33383,3
583,F31MH086171,2,0,MH,33931,3
1207,K01AG034232,7,1,AG,104490,3
2320,K18AI094581,1,0,AI,145610,3
2321,K18DA031462,1,0,DA,150822,3
4894,P50NS072187,20,1,NS,917500,3
10195,R01EY021024,2,0,EY,617539,3
13307,R01MH089266,1,1,MH,560732,3
14364,R03DA029165,1,0,DA,77000,3
14365,R03DA029180,1,0,DA,225750,3
14374,R03DA029673,2,0,DA,114750,3
14376,R03DA029675,3,0,DA,215434,3
14395,R03DC010047,1,1,DC,143866,3
14528,R03HD060073,2,0,HD,93468,3
14540,R03HD061853,3,0,HD,78000,3
14545,R03HD064358,1,0,HD,61334,3
14614,R13LM010743,6,0,LM,19600,3
14679,R15CA135349,1,0,CA,219563,3
14681,R15CA143816,1,0,CA,287220,3
14762,R15GM093941,1,0,GM,418424,3
14854,R15NS070734,2,0,NS,373750,3
15998,R21EY021016,1,0,EY,266000,3
16009,R21HD058672,2,0,HD,189000,3
16028,R21HD061885,2,0,HD,181250,3
16044,R21HD063000,1,0,HD,147001,3
16063,R21HD065073,5,0,HD,205152,3
16076,R21HD066200,1,0,HD,102876,3
16434,R21NS066429,1,0,NS,150583,3
16489,R21NS071520,5,0,NS,190900,3
16569,R24DK084949,3,0,DK,492000,3
16572,R24DK084970,3,0,DK,501085,3
16579,R24DK087669,3,0,DK,525036,3
16582,R24DK087723,3,0,DK,488566,3
16659,R24TW008805,1,0,TW,248220,3
16660,R24TW008807,1,0,TW,415565,3
16661,R24TW008820,1,0,TW,248871,3
16662,R24TW008821,1,0,TW,418983,3
16663,R24TW008822,3,0,TW,425303,3
16889,R34AI087065,2,0,AI,111000,3
16902,R34HD065991,2,0,HD,124525,3
16922,R34NS061593,1,0,NS,156000,3
16963,R41DA029345,1,0,DA,173244,3
16964,R41DA029497,1,0,DA,111607,3
16973,R41HL104939,2,0,HL,375244,3
16977,R41MH093302,13,1,MH,91041,3
16997,R43AG030246,1,0,AG,161174,3
16999,R43AG037214,1,0,AG,156655,3
17003,R43AI086135,1,0,AI,297326,3
17009,R43AR059474,2,0,AR,340859,3
17012,R43CA141782,1,0,CA,150362,3
17013,R43CA150324,1,0,CA,216221,3
17014,R43CA150496,2,0,CA,143421,3
17017,R43CA150703,1,0,CA,199345,3
17030,R43DK083889,1,0,DK,99936,3
17033,R43DK089659,1,0,DK,189552,3
17036,R43EB010317,1,0,EB,209713,3
17043,R43HD062066,3,0,HD,142126,3
17050,R43HD066993,1,0,HD,248864,3
17053,R43HL102998,1,0,HL,217409,3
17054,R43HL103269,1,0,HL,199932,3
17059,R43MH088063,1,0,MH,249739,3
17064,R43NS066524,2,0,NS,303701,3
17188,R56AI068813,2,0,AI,255110,3
17192,R56AI073571,2,0,AI,370000,3
17196,R56AI079188,6,0,AI,396250,3
17230,R56AI081837,8,0,AI,371915,3
17246,R56AI081872,4,0,AI,403921,3
17254,R56AI081975,4,0,AI,297000,3
17262,R56AI082249,2,0,AI,349231,3
